User_ID,Trusted_Device_IDs,Home_Location,Typical_Transaction_Amount,Account_Open_Days_Ago,Lifetime_Transactions_Before_Window
2005,DEV-003302;DEV-003303;DEV-003304,Seattle,60.26,1337,65
2006,DEV-003305,Miami,61.19,1895,40
2007,DEV-003306,Houston,231.95,307,13
2008,DEV-003307;DEV-003308,Chicago,117.98,1661,54
2009,DEV-003309;DEV-003310;DEV-003311,Miami,88.16,402,20
2010,DEV-003312,Miami,138.88,1777,54
2011,DEV-003313,Seattle,44.75,1123,86
2012,DEV-003314;DEV-003315;DEV-003316,Houston,109.92,855,23
2013,DEV-003317;DEV-003318,San Francisco,184.87,406,11
2014,DEV-003319;DEV-003320,Austin,36.04,1314,47
2015,DEV-003321,Austin,179.68,1482,78
2016,DEV-003322;DEV-003323,Miami,15.08,1962,125
2017,DEV-003324,Seattle,45.63,986,35
2018,DEV-003325,New York,54.62,875,23
2019,DEV-003326,Miami,59.6,1324,89
2020,DEV-003327,Chicago,72.58,987,27
2021,DEV-003328,New York,25.46,378,9
2022,DEV-003329;DEV-003330,Boston,35.2,1523,65
2023,DEV-003331,Houston,34.44,287,14
2024,DEV-003332;DEV-003333,Los Angeles,87.46,961,56
2025,DEV-003334;DEV-003335,San Francisco,124.55,523,39
2026,DEV-003336,Boston,58.89,406,32
2027,DEV-003337;DEV-003338,Seattle,158.89,80,4
2028,DEV-003339,Houston,180.75,261,19
2029,DEV-003340,New York,58.31,1414,80
2030,DEV-003341;DEV-003342;DEV-003343,Houston,59.6,487,22
2031,DEV-003344;DEV-003345,New York,18.53,1278,52
2032,DEV-003346,Miami,80.54,348,20
2033,DEV-003347,San Francisco,20.89,1397,95
2034,DEV-003348;DEV-003349,Los Angeles,173.14,1623,60
2035,DEV-003350;DEV-003351;DEV-003352,New York,23.64,1689,113
2036,DEV-003353;DEV-003354,Chicago,232.54,50,2
2037,DEV-003355,Houston,25.87,1501,48
2038,DEV-003356;DEV-003357,Los Angeles,31.73,1330,94
2039,DEV-003358,New York,71.09,357,12
2040,DEV-003359;DEV-003360;DEV-003361,Los Angeles,29.02,1799,92
2041,DEV-003362;DEV-003363,Seattle,17.52,549,33
2042,DEV-003364;DEV-003365;DEV-003366,Los Angeles,46.67,1253,58
2043,DEV-003367,Miami,191.22,1672,89
2044,DEV-003368,Miami,14.0,1393,83
2045,DEV-003369;DEV-003370,New York,15.81,660,29
2046,DEV-003371,Austin,49.58,952,36
2047,DEV-003372;DEV-003373,Los Angeles,44.45,174,8
2048,DEV-003374,Chicago,33.2,1280,66
2049,DEV-003375,Boston,193.53,283,11
2050,DEV-003376,Boston,40.18,692,32
2051,DEV-003377,Austin,214.26,426,29
2052,DEV-003378;DEV-003379;DEV-003380,Houston,14.03,907,59
2053,DEV-003381,Los Angeles,53.62,135,9
2054,DEV-003382,San Francisco,54.79,666,32
2055,DEV-003383,Houston,122.01,692,52
2056,DEV-003384;DEV-003385,Miami,82.01,268,19
2057,DEV-003386;DEV-003387,Austin,24.91,43,2
2058,DEV-003388,Miami,12.58,580,39
2059,DEV-003389,San Francisco,20.83,686,53
2060,DEV-003390;DEV-003391,Seattle,18.97,562,25
2061,DEV-003392,New York,16.52,1090,84
2062,DEV-003393,San Francisco,33.09,1220,40
2063,DEV-003394,Houston,207.74,530,36
2064,DEV-003395;DEV-003396,Miami,14.69,723,35
2065,DEV-003397;DEV-003398,Seattle,32.56,947,72
2066,DEV-003399,Chicago,12.59,1150,77
2067,DEV-003400;DEV-003401,San Francisco,92.13,767,24
2068,DEV-003402,Boston,211.96,1717,125
2069,DEV-003403;DEV-003404,San Francisco,16.43,585,32
2070,DEV-003405,San Francisco,52.03,1656,60
2071,DEV-003406,New York,25.91,1101,71
2072,DEV-003407;DEV-003408,Austin,66.16,583,38
2073,DEV-003409;DEV-003410,Los Angeles,68.44,981,77
2074,DEV-003411,Seattle,18.04,990,56
2075,DEV-003412;DEV-003413;DEV-003414,Boston,43.48,957,28
2076,DEV-003415,Chicago,134.17,79,5
2077,DEV-003416,Houston,166.3,314,16
2078,DEV-003417;DEV-003418;DEV-003419,Austin,16.93,966,63
2079,DEV-003420,Austin,237.96,180,7
2080,DEV-003421;DEV-003422,Houston,36.81,79,6
2081,DEV-003423;DEV-003424,Austin,16.04,1430,53
2082,DEV-003425;DEV-003426;DEV-003427,New York,37.82,801,60
2083,DEV-003428;DEV-003429,Miami,15.65,137,7
2084,DEV-003430,Austin,42.39,1261,66
2085,DEV-003431;DEV-003432,Miami,55.47,1984,96
2086,DEV-003433,Boston,14.93,914,24
2087,DEV-003434;DEV-003435,Austin,20.31,1105,44
2088,DEV-003436;DEV-003437,Houston,108.78,1561,63
2089,DEV-003438;DEV-003439;DEV-003440,Boston,22.98,584,43
2090,DEV-003441;DEV-003442,Austin,13.07,360,27
2091,DEV-003443;DEV-003444,Seattle,13.66,829,31
2092,DEV-003445;DEV-003446;DEV-003447,Boston,48.13,367,22
2093,DEV-003448;DEV-003449;DEV-003450,Houston,93.31,1448,113
2094,DEV-003451;DEV-003452,Chicago,42.29,221,6
2095,DEV-003453;DEV-003454,Houston,18.04,1089,25
2096,DEV-003455;DEV-003456,Chicago,85.81,375,25
2097,DEV-003457,Los Angeles,234.22,1733,103
2098,DEV-003458;DEV-003459,San Francisco,23.75,697,24
2099,DEV-003460,Boston,33.99,1180,90
2100,DEV-003461,San Francisco,16.84,682,19
2101,DEV-003462,Los Angeles,36.44,1528,117
2102,DEV-003463,Miami,28.34,197,12
2103,DEV-003464,Miami,98.67,260,20
2104,DEV-003465;DEV-003466,Los Angeles,47.55,1450,61
2105,DEV-003467;DEV-003468,Seattle,79.43,1846,71
2106,DEV-003469;DEV-003470;DEV-003471,Boston,53.87,895,31
2107,DEV-003472;DEV-003473,Boston,53.0,536,29
2108,DEV-003474;DEV-003475,New York,91.72,1567,118
2109,DEV-003476;DEV-003477,Austin,103.02,998,78
2110,DEV-003478;DEV-003479,San Francisco,97.29,1402,73
2111,DEV-003480;DEV-003481;DEV-003482,San Francisco,162.53,332,15
2112,DEV-003483;DEV-003484;DEV-003485,Austin,151.19,890,66
2113,DEV-003486;DEV-003487,New York,26.57,1888,43
2114,DEV-003488,New York,16.98,986,47
2115,DEV-003489,New York,42.96,1846,79
2116,DEV-003490;DEV-003491,New York,150.55,1347,31
2117,DEV-003492,Chicago,94.68,1665,66
2118,DEV-003493,Seattle,55.52,498,37
2119,DEV-003494;DEV-003495;DEV-003496,Boston,38.66,987,23
2120,DEV-003497,Los Angeles,228.5,282,16
2121,DEV-003498;DEV-003499,Seattle,17.79,513,22
2122,DEV-003500,San Francisco,17.77,1265,84
2123,DEV-003501;DEV-003502,Seattle,17.5,1279,66
2124,DEV-003503,San Francisco,151.27,1644,101
2125,DEV-003504;DEV-003505,Boston,162.44,1534,62
2126,DEV-003506,Seattle,72.46,158,12
2127,DEV-003507;DEV-003508,San Francisco,19.35,1341,99
2128,DEV-003509,New York,182.57,1937,64
2129,DEV-003510,New York,22.15,543,25
2130,DEV-003511,Seattle,53.05,1194,51
2131,DEV-003512,Seattle,27.43,1461,79
2132,DEV-003513,Seattle,23.04,736,29
2133,DEV-003514,New York,30.5,727,22
2134,DEV-003515;DEV-003516,Austin,203.27,1236,28
2135,DEV-003517;DEV-003518,Seattle,208.29,1223,37
2136,DEV-003519,San Francisco,15.8,1001,27
2137,DEV-003520;DEV-003521,Chicago,25.55,683,36
2138,DEV-003522,New York,85.03,1745,128
2139,DEV-003523;DEV-003524,Miami,101.18,53,2
2140,DEV-003525,San Francisco,139.51,1042,47
2141,DEV-003526;DEV-003527,Seattle,135.84,149,8
2142,DEV-003528,Miami,88.87,1376,48
2143,DEV-003529;DEV-003530,Houston,225.36,1538,33
2144,DEV-003531;DEV-003532,Seattle,110.77,535,21
2145,DEV-003533,Austin,12.53,601,27
2146,DEV-003534,Houston,114.4,61,4
2147,DEV-003535,Seattle,106.42,1220,58
2148,DEV-003536;DEV-003537,Boston,123.8,550,13
2149,DEV-003538,New York,22.81,1790,134
2150,DEV-003539;DEV-003540,Houston,15.97,1645,114
2151,DEV-003541;DEV-003542;DEV-003543,Chicago,31.65,1086,45
2152,DEV-003544,Miami,21.59,812,29
2153,DEV-003545;DEV-003546,Chicago,126.26,1743,114
2154,DEV-003547,Chicago,22.94,1444,42
2155,DEV-003548;DEV-003549,Houston,38.95,1656,67
2156,DEV-003550,Houston,67.55,1210,41
2157,DEV-003551;DEV-003552;DEV-003553,Seattle,150.09,548,28
2158,DEV-003554;DEV-003555;DEV-003556,New York,112.09,1061,45
2159,DEV-003557,Boston,176.55,683,26
2160,DEV-003558;DEV-003559,Houston,19.27,1149,27
2161,DEV-003560,Austin,37.51,286,9
2162,DEV-003561,San Francisco,54.54,60,4
2163,DEV-003562;DEV-003563,San Francisco,35.5,937,42
2164,DEV-003564,New York,156.51,828,35
2165,DEV-003565,Chicago,52.41,171,11
2166,DEV-003566,Houston,19.36,1049,78
2167,DEV-003567,New York,57.17,795,49
2168,DEV-003568;DEV-003569,New York,51.93,1292,52
2169,DEV-003570,Austin,93.58,887,25
2170,DEV-003571,Los Angeles,39.7,1404,81
2171,DEV-003572;DEV-003573,Houston,12.36,571,16
2172,DEV-003574;DEV-003575,San Francisco,43.91,472,16
2173,DEV-003576,Los Angeles,117.64,1958,117
2174,DEV-003577;DEV-003578,New York,16.1,1861,131
2175,DEV-003579,New York,68.56,1147,71
2176,DEV-003580,Houston,12.98,618,43
2177,DEV-003581;DEV-003582;DEV-003583,Chicago,136.37,517,30
2178,DEV-003584;DEV-003585,Houston,61.2,993,21
2179,DEV-003586,San Francisco,20.06,974,39
2180,DEV-003587,San Francisco,105.33,833,60
2181,DEV-003588;DEV-003589,San Francisco,44.95,1687,76
2182,DEV-003590,San Francisco,14.19,796,39
2183,DEV-003591;DEV-003592,Los Angeles,113.06,497,38
2184,DEV-003593;DEV-003594;DEV-003595,Austin,100.16,162,7
2185,DEV-003596;DEV-003597,Miami,17.48,1276,33
2186,DEV-003598;DEV-003599,Boston,94.28,1303,47
2187,DEV-003600;DEV-003601;DEV-003602,Chicago,67.25,1158,78
2188,DEV-003603;DEV-003604,San Francisco,40.0,502,17
2189,DEV-003605;DEV-003606;DEV-003607,New York,39.34,1021,44
2190,DEV-003608,Chicago,131.48,1944,134
2191,DEV-003609,Boston,228.95,800,62
2192,DEV-003610;DEV-003611,San Francisco,23.82,1305,65
2193,DEV-003612;DEV-003613,Seattle,219.65,1102,29
2194,DEV-003614,Boston,87.13,276,13
2195,DEV-003615,Miami,134.43,1612,108
2196,DEV-003616;DEV-003617;DEV-003618,San Francisco,79.3,722,20
2197,DEV-003619,Los Angeles,19.17,1669,66
2198,DEV-003620;DEV-003621;DEV-003622,Los Angeles,46.63,654,33
2199,DEV-003623,Austin,136.9,1793,73
2200,DEV-003624,New York,33.69,457,14
2201,DEV-003625;DEV-003626,Houston,42.69,916,53
2202,DEV-003627,Austin,162.69,1334,57
2203,DEV-003628;DEV-003629,Los Angeles,15.44,494,28
2204,DEV-003630;DEV-003631;DEV-003632,Houston,24.66,250,14
2205,DEV-003633,Chicago,154.63,41,2
2206,DEV-003634;DEV-003635;DEV-003636,Seattle,158.49,748,27
2207,DEV-003637;DEV-003638;DEV-003639,Los Angeles,20.77,101,7
2208,DEV-003640,Los Angeles,76.64,34,2
2209,DEV-003641;DEV-003642,Miami,15.52,1270,80
2210,DEV-003643;DEV-003644,San Francisco,13.36,1279,87
2211,DEV-003645;DEV-003646;DEV-003647,San Francisco,88.73,1796,78
2212,DEV-003648,Seattle,84.19,142,9
2213,DEV-003649;DEV-003650;DEV-003651,Chicago,241.14,1151,63
2214,DEV-003652;DEV-003653,Austin,167.26,558,30
2215,DEV-003654;DEV-003655;DEV-003656,Chicago,59.07,1587,52
2216,DEV-003657,Miami,58.91,1603,125
2217,DEV-003658;DEV-003659,San Francisco,103.24,851,22
2218,DEV-003660;DEV-003661,Houston,121.19,1027,48
2219,DEV-003662;DEV-003663,Austin,141.31,1954,63
2220,DEV-003664;DEV-003665,Austin,12.48,1076,30
2221,DEV-003666,Seattle,100.62,963,40
2222,DEV-003667,Houston,22.58,261,9
2223,DEV-003668,Austin,158.0,1175,78
2224,DEV-003669;DEV-003670,San Francisco,204.61,725,57
2225,DEV-003671;DEV-003672;DEV-003673,Seattle,39.26,1240,56
2226,DEV-003674;DEV-003675;DEV-003676,San Francisco,114.25,1170,31
2227,DEV-003677,San Francisco,26.6,528,16
2228,DEV-003678;DEV-003679,Seattle,14.74,311,9
2229,DEV-003680,Boston,26.49,36,1
2230,DEV-003681,Los Angeles,74.67,485,29
2231,DEV-003682;DEV-003683,Chicago,97.53,1175,29
2232,DEV-003684;DEV-003685;DEV-003686,Houston,43.04,1284,79
2233,DEV-003687,San Francisco,106.41,1316,99
2234,DEV-003688,Seattle,64.66,1582,98
2235,DEV-003689,Miami,59.23,458,35
2236,DEV-003690,Houston,92.54,322,11
2237,DEV-003691;DEV-003692;DEV-003693,Seattle,62.1,865,43
2238,DEV-003694;DEV-003695;DEV-003696,Los Angeles,146.97,49,3
2239,DEV-003697,Chicago,131.58,1795,102
2240,DEV-003698,Seattle,14.17,43,3
2241,DEV-003699,San Francisco,27.36,529,25
2242,DEV-003700;DEV-003701,Seattle,22.53,236,17
2243,DEV-003702;DEV-003703,Houston,26.89,173,5
2244,DEV-003704,San Francisco,18.63,796,41
2245,DEV-003705;DEV-003706;DEV-003707,New York,82.91,1500,113
2246,DEV-003708,Los Angeles,27.99,489,22
2247,DEV-003709,Los Angeles,22.34,132,10
2248,DEV-003710;DEV-003711,New York,58.91,874,54
2249,DEV-003712,Miami,47.8,505,18
2250,DEV-003713,Houston,28.0,790,62
2251,DEV-003714;DEV-003715;DEV-003716,Seattle,29.05,1875,142
2252,DEV-003717,Seattle,64.13,1849,59
2253,DEV-003718;DEV-003719,Seattle,77.93,124,5
2254,DEV-003720;DEV-003721,Austin,16.78,411,14
2255,DEV-003722;DEV-003723;DEV-003724,San Francisco,51.33,795,26
2256,DEV-003725;DEV-003726,Miami,19.8,956,75
2257,DEV-003727;DEV-003728;DEV-003729,Miami,181.38,263,13
2258,DEV-003730;DEV-003731,Chicago,22.96,494,16
2259,DEV-003732,Los Angeles,17.3,282,13
2260,DEV-003733,Houston,45.67,273,12
2261,DEV-003734;DEV-003735,Houston,75.26,310,17
2262,DEV-003736;DEV-003737,Chicago,30.36,1217,55
2263,DEV-003738,Boston,40.61,1970,126
2264,DEV-003739;DEV-003740;DEV-003741,San Francisco,30.11,1457,77
2265,DEV-003742,Austin,187.37,1379,66
2266,DEV-003743;DEV-003744,Los Angeles,17.03,712,27
2267,DEV-003745,Houston,52.71,221,8
2268,DEV-003746,New York,177.93,1703,47
2269,DEV-003747,Boston,26.67,1495,52
2270,DEV-003748;DEV-003749,Miami,64.92,734,51
2271,DEV-003750;DEV-003751,New York,101.0,1887,55
2272,DEV-003752,Seattle,33.94,231,9
2273,DEV-003753;DEV-003754;DEV-003755,Seattle,12.43,130,4
2274,DEV-003756;DEV-003757,Los Angeles,52.78,1404,81
2275,DEV-003758,Seattle,187.65,374,14
2276,DEV-003759;DEV-003760;DEV-003761,Seattle,82.4,1686,128
2277,DEV-003762;DEV-003763;DEV-003764,San Francisco,51.99,1739,120
2278,DEV-003765,San Francisco,40.21,1045,40
2279,DEV-003766,Los Angeles,15.12,841,65
2280,DEV-003767,Boston,12.64,1109,85
2281,DEV-003768,Chicago,18.8,1013,79
2282,DEV-003769,San Francisco,14.6,301,23
2283,DEV-003770,Seattle,21.15,205,11
2284,DEV-003771;DEV-003772,New York,58.93,755,48
2285,DEV-003773;DEV-003774,Chicago,233.89,500,24
2286,DEV-003775;DEV-003776,Los Angeles,20.47,457,28
2287,DEV-003777;DEV-003778,Austin,61.01,1485,102
2288,DEV-003779;DEV-003780,Seattle,35.82,1220,57
2289,DEV-003781;DEV-003782,San Francisco,46.13,1764,99
2290,DEV-003783;DEV-003784,New York,15.65,1805,126
2291,DEV-003785,Los Angeles,15.36,1530,114
2292,DEV-003786,Miami,15.75,1174,58
2293,DEV-003787,New York,12.39,1328,97
2294,DEV-003788,Los Angeles,36.04,235,11
2295,DEV-003789;DEV-003790,Los Angeles,36.56,886,71
2296,DEV-003791,Miami,97.74,995,57
2297,DEV-003792;DEV-003793,Seattle,163.58,1632,55
2298,DEV-003794;DEV-003795,Houston,16.07,1598,118
2299,DEV-003796;DEV-003797,San Francisco,48.64,921,51
2300,DEV-003798;DEV-003799,Boston,35.62,1199,46
2301,DEV-003800;DEV-003801,Houston,15.26,1564,114
2302,DEV-003802,Boston,18.79,1230,74
2303,DEV-003803;DEV-003804;DEV-003805,San Francisco,80.14,1689,84
2304,DEV-003806;DEV-003807,New York,44.28,91,3
2305,DEV-003808;DEV-003809;DEV-003810,New York,82.84,451,33
2306,DEV-003811;DEV-003812,Miami,30.55,364,10
2307,DEV-003813;DEV-003814,Los Angeles,15.33,649,34
2308,DEV-003815,Miami,27.28,1900,49
2309,DEV-003816;DEV-003817;DEV-003818,Chicago,28.91,1731,120
2310,DEV-003819;DEV-003820,Austin,242.42,1938,87
2311,DEV-003821;DEV-003822,Chicago,32.72,1325,34
2312,DEV-003823;DEV-003824;DEV-003825,Los Angeles,31.39,1839,96
2313,DEV-003826,Houston,17.04,1942,132
2314,DEV-003827;DEV-003828,Seattle,35.75,1233,78
2315,DEV-003829,Chicago,23.75,495,17
2316,DEV-003830,New York,50.72,463,24
2317,DEV-003831,Chicago,143.79,437,27
2318,DEV-003832;DEV-003833,New York,233.21,1381,109
2319,DEV-003834,Austin,12.42,1207,34
2320,DEV-003835;DEV-003836;DEV-003837,Austin,17.64,1652,65
2321,DEV-003838;DEV-003839,Austin,57.76,1409,87
2322,DEV-003840;DEV-003841,Miami,71.86,305,20
2323,DEV-003842,Miami,123.4,1273,40
2324,DEV-003843,San Francisco,236.9,1561,107
2325,DEV-003844,New York,124.2,120,9
2326,DEV-003845;DEV-003846,Houston,46.82,233,11
2327,DEV-003847;DEV-003848;DEV-003849,Chicago,13.1,411,28
2328,DEV-003850;DEV-003851;DEV-003852,Houston,31.99,1168,88
2329,DEV-003853;DEV-003854;DEV-003855,Houston,12.54,1745,108
2330,DEV-003856;DEV-003857,Seattle,111.41,1964,155
2331,DEV-003858;DEV-003859,Boston,26.17,1820,37
2332,DEV-003860;DEV-003861,Chicago,31.46,1360,28
2333,DEV-003862,Seattle,14.58,1639,119
2334,DEV-003863;DEV-003864;DEV-003865,San Francisco,79.64,174,8
2335,DEV-003866,Boston,72.32,1748,39
2336,DEV-003867;DEV-003868,Chicago,27.54,577,12
2337,DEV-003869,Austin,186.51,1286,80
2338,DEV-003870;DEV-003871,Miami,65.4,1573,123
2339,DEV-003872,Los Angeles,27.73,849,24
2340,DEV-003873;DEV-003874,San Francisco,71.16,256,13
2341,DEV-003875;DEV-003876,Boston,116.29,1168,25
2342,DEV-003877;DEV-003878,Miami,220.95,1285,29
2343,DEV-003879,Seattle,36.8,530,37
2344,DEV-003880;DEV-003881;DEV-003882,Seattle,102.37,1061,59
2345,DEV-003883;DEV-003884;DEV-003885,Chicago,50.62,250,10
2346,DEV-003886;DEV-003887;DEV-003888,Boston,94.07,1079,31
2347,DEV-003889,Boston,35.33,1276,95
2348,DEV-003890,Seattle,13.0,1688,45
2349,DEV-003891,Chicago,22.75,30,1
2350,DEV-003892;DEV-003893,Houston,79.09,1694,132
2351,DEV-003894,San Francisco,238.11,1938,72
2352,DEV-003895,Seattle,74.31,1111,43
2353,DEV-003896;DEV-003897;DEV-003898,Boston,25.2,72,2
2354,DEV-003899,Miami,68.47,1881,85
2355,DEV-003900,Austin,25.49,889,57
2356,DEV-003901,Austin,221.98,1400,35
2357,DEV-003902;DEV-003903,Seattle,21.07,1713,134
2358,DEV-003904,Chicago,72.63,1269,72
2359,DEV-003905,San Francisco,69.92,1961,97
2360,DEV-003906;DEV-003907,Miami,27.82,1702,127
2361,DEV-003908;DEV-003909;DEV-003910,San Francisco,152.08,820,42
2362,DEV-003911;DEV-003912,San Francisco,22.79,207,5
2363,DEV-003913;DEV-003914,New York,240.26,498,18
2364,DEV-003915,Chicago,51.72,187,8
2365,DEV-003916,Miami,34.81,1736,54
2366,DEV-003917;DEV-003918,San Francisco,111.74,485,34
2367,DEV-003919,Seattle,187.07,560,31
2368,DEV-003920,Houston,121.18,1268,36
2369,DEV-003921;DEV-003922,Houston,169.57,1535,78
2370,DEV-003923;DEV-003924,New York,44.15,346,23
2371,DEV-003925,Seattle,25.91,455,19
2372,DEV-003926,Miami,188.25,1278,91
2373,DEV-003927;DEV-003928,Austin,119.01,526,19
2374,DEV-003929,Los Angeles,21.95,1486,72
2375,DEV-003930,Boston,71.71,2000,60
2376,DEV-003931,Austin,61.51,1740,80
2377,DEV-003932;DEV-003933,San Francisco,31.63,1525,55
2378,DEV-003934,Chicago,126.68,940,25
2379,DEV-003935;DEV-003936,New York,76.52,1246,82
2380,DEV-003937;DEV-003938,Seattle,61.54,508,28
2381,DEV-003939,Miami,174.64,891,35
2382,DEV-003940,New York,26.8,370,17
2383,DEV-003941,San Francisco,178.59,1862,139
2384,DEV-003942;DEV-003943,Miami,19.91,935,67
2385,DEV-003944;DEV-003945,New York,105.49,1934,62
2386,DEV-003946;DEV-003947,New York,228.74,1144,56
2387,DEV-003948,Houston,46.72,306,19
2388,DEV-003949,New York,45.46,1827,38
2389,DEV-003950;DEV-003951,Boston,29.74,841,31
2390,DEV-003952;DEV-003953,Houston,38.26,1567,116
2391,DEV-003954;DEV-003955;DEV-003956,San Francisco,88.61,55,4
2392,DEV-003957,Boston,57.13,368,22
2393,DEV-003958,Seattle,22.54,757,53
2394,DEV-003959,Houston,49.03,1385,52
2395,DEV-003960,Boston,48.48,913,57
2396,DEV-003961;DEV-003962;DEV-003963,New York,31.02,1877,136
2397,DEV-003964,Miami,239.9,1987,115
2398,DEV-003965;DEV-003966,New York,206.93,1403,60
2399,DEV-003967,Chicago,16.44,1923,91
2400,DEV-003968,Los Angeles,83.18,779,60
2401,DEV-003969;DEV-003970,Seattle,128.97,1037,30
2402,DEV-003971;DEV-003972,Houston,220.62,1552,78
2403,DEV-003973;DEV-003974,Houston,104.06,1478,57
2404,DEV-003975,Seattle,182.89,479,14
2405,DEV-003976,Miami,77.3,261,21
2406,DEV-003977;DEV-003978,Los Angeles,148.85,446,26
2407,DEV-003979,Los Angeles,35.92,694,45
2408,DEV-003980;DEV-003981,New York,14.25,921,35
2409,DEV-003982;DEV-003983,Boston,35.4,252,9
2410,DEV-003984,Houston,161.84,431,9
2411,DEV-003985,Los Angeles,19.56,178,11
2412,DEV-003986,San Francisco,23.11,783,45
2413,DEV-003987,Houston,120.1,477,36
2414,DEV-003988,Austin,37.41,403,14
2415,DEV-003989;DEV-003990,Chicago,218.5,55,2
2416,DEV-003991;DEV-003992;DEV-003993,Los Angeles,24.14,1226,37
2417,DEV-003994;DEV-003995;DEV-003996,Houston,188.77,1997,121
2418,DEV-003997;DEV-003998,Houston,233.43,488,33
2419,DEV-003999,Chicago,28.58,442,19
2420,DEV-004000;DEV-004001,Los Angeles,28.8,645,27
2421,DEV-004002;DEV-004003,Seattle,78.11,899,29
2422,DEV-004004;DEV-004005,Austin,55.46,1245,84
2423,DEV-004006,Los Angeles,21.25,1802,106
2424,DEV-004007,Los Angeles,45.73,805,37
2425,DEV-004008;DEV-004009,Austin,91.92,670,35
2426,DEV-004010,Seattle,20.04,1938,126
2427,DEV-004011;DEV-004012,Miami,32.73,1613,91
2428,DEV-004013,Boston,30.66,68,5
2429,DEV-004014;DEV-004015,Seattle,181.46,862,61
2430,DEV-004016;DEV-004017,Austin,92.66,647,25
2431,DEV-004018,San Francisco,30.92,1772,75
2432,DEV-004019;DEV-004020,Los Angeles,63.98,708,34
2433,DEV-004021,Seattle,91.99,1024,61
2434,DEV-004022,San Francisco,27.71,341,21
2435,DEV-004023,Los Angeles,27.56,133,3
2436,DEV-004024;DEV-004025,Miami,51.37,310,16
2437,DEV-004026;DEV-004027,Miami,82.22,445,34
2438,DEV-004028,New York,211.2,598,33
2439,DEV-004029;DEV-004030,New York,23.59,1377,38
2440,DEV-004031;DEV-004032,Miami,13.42,1128,41
2441,DEV-004033,Austin,57.47,637,25
2442,DEV-004034;DEV-004035,Austin,21.37,1576,126
2443,DEV-004036,Los Angeles,38.63,114,6
2444,DEV-004037;DEV-004038,San Francisco,83.27,1752,103
2445,DEV-004039;DEV-004040,San Francisco,171.74,381,26
2446,DEV-004041;DEV-004042,Austin,14.8,1418,72
2447,DEV-004043;DEV-004044;DEV-004045,Boston,145.56,1815,96
2448,DEV-004046,Houston,19.88,431,27
2449,DEV-004047;DEV-004048,Miami,20.7,1218,74
2450,DEV-004049;DEV-004050;DEV-004051,Houston,71.48,578,13
2451,DEV-004052,Chicago,232.74,137,3
2452,DEV-004053;DEV-004054,Chicago,16.03,37,3
2453,DEV-004055,Seattle,232.3,703,32
2454,DEV-004056;DEV-004057,Los Angeles,25.88,1879,103
2455,DEV-004058;DEV-004059;DEV-004060,Austin,13.91,1020,49
2456,DEV-004061;DEV-004062,New York,121.32,133,4
2457,DEV-004063,Chicago,117.59,1993,126
2458,DEV-004064,San Francisco,146.69,1731,61
2459,DEV-004065;DEV-004066,Miami,12.47,1894,107
2460,DEV-004067;DEV-004068,Miami,95.95,652,25
2461,DEV-004069,Austin,220.11,1401,41
2462,DEV-004070;DEV-004071,Los Angeles,74.86,1962,53
2463,DEV-004072,Chicago,52.16,854,47
2464,DEV-004073,New York,95.56,1730,106
2465,DEV-004074;DEV-004075,Austin,14.97,1272,86
2466,DEV-004076;DEV-004077,Houston,127.25,1453,73
2467,DEV-004078,Los Angeles,124.88,1184,58
2468,DEV-004079,Austin,104.37,1688,80
2469,DEV-004080,Chicago,219.99,1695,93
2470,DEV-004081,Los Angeles,165.01,1752,66
2471,DEV-004082;DEV-004083,San Francisco,64.05,1810,138
2472,DEV-004084;DEV-004085,Austin,86.23,1299,60
2473,DEV-004086;DEV-004087,Boston,13.57,1847,58
2474,DEV-004088;DEV-004089,Los Angeles,36.13,769,37
2475,DEV-004090,San Francisco,138.44,293,20
2476,DEV-004091,San Francisco,82.53,1393,45
2477,DEV-004092,Los Angeles,23.66,203,8
2478,DEV-004093,Boston,57.89,1614,126
2479,DEV-004094;DEV-004095,Chicago,14.53,854,19
2480,DEV-004096,San Francisco,156.79,1439,115
2481,DEV-004097,Chicago,88.73,1245,46
2482,DEV-004098,New York,18.66,170,7
2483,DEV-004099,Houston,128.46,683,35
2484,DEV-004100;DEV-004101;DEV-004102,Seattle,30.42,78,2
2485,DEV-004103,Chicago,26.66,1560,66
2486,DEV-004104;DEV-004105,Seattle,185.71,661,31
2487,DEV-004106;DEV-004107;DEV-004108,Seattle,123.23,160,5
2488,DEV-004109;DEV-004110,Boston,86.07,790,39
2489,DEV-004111,Miami,64.39,1006,61
2490,DEV-004112;DEV-004113,Chicago,57.05,1457,76
2491,DEV-004114;DEV-004115,Seattle,148.21,1076,74
2492,DEV-004116,Los Angeles,12.75,1471,34
2493,DEV-004117;DEV-004118;DEV-004119,Seattle,12.66,1673,34
2494,DEV-004120;DEV-004121,Miami,133.68,1429,48
2495,DEV-004122,Boston,20.91,1780,140
2496,DEV-004123,Seattle,41.56,1042,74
2497,DEV-004124,Miami,38.63,1588,37
2498,DEV-004125;DEV-004126,Los Angeles,48.79,1970,101
2499,DEV-004127,San Francisco,14.82,1213,87
2500,DEV-004128;DEV-004129,Miami,182.75,1493,36
2501,DEV-004130,Houston,23.83,1108,70
2502,DEV-004131,San Francisco,55.97,1587,54
2503,DEV-004132,New York,196.86,337,20
2504,DEV-004133,Austin,113.67,1713,48
